name,ra,dec,gal_l,gal_b,W1mag,W2mag,Gmag,BPmag,RPmag,log(fx),P_QSO,z_phot
2CXO J185651.9-375344,284.2164437,-37.89591113,358.632931,-17.260111,14.659,13.666,17.28737961,17.47005476,16.94346648,-9999.0,0.658536585,2.626822909150139
2CXO J185834.5+375729,284.6437867,37.95828878,68.262219,14.988229,15.642,14.946,19.43129448,19.58388492,19.07905476,-13.59123731,1.0,1.637342961506627
2CXO J185929.3+223405,284.8721062,22.5680495,54.045305,8.40301,15.102,14.336,19.41214807,19.47663135,18.91080633,-12.50026202,0.829268293,1.1092062865421162
2CXO J190603.9+401526,286.5164443,40.25738376,71.039303,14.557181,15.684,14.753,18.85947675,19.03149558,18.48373252,-13.26249553,0.902439024,2.4836733310241743
2CXO J190627.1+401810,286.6132935,40.30285592,71.112764,14.50748,16.375,15.464,19.91467618,20.31606181,19.54578419,-14.06129688,0.975609756,1.7012810707069426
2CXO J190631.0+400905,286.6295811,40.15141841,70.974436,14.435728,16.981,16.121,19.96538614,19.92674095,19.34655444,-14.37696777,0.829268293,3.3418302832318845
2CXO J190725.0+401446,286.8542226,40.24612649,71.134854,14.316301,16.686,15.577,20.30105939,20.64773627,19.89480011,-13.72560859,0.682926829,1.3418128821096347
2CXO J190759.6-380333,286.9986411,-38.05940601,359.282363,-19.371002,15.435,14.228,18.56336248,18.90624763,18.22247912,-13.53491565,0.536585366,1.8010760232025786
2CXO J190823.2+343328,287.0969722,34.55780974,65.893737,11.799798,16.602,15.901,20.23788761,20.29135708,19.13134708,-13.10191558,0.780487805,1.8719680896111444
2CXO J190823.7+385052,287.0988625,38.84777994,69.895524,13.578552,15.781,14.466,19.10285636,19.28594775,18.72177877,-13.23488089,0.926829268,1.412174905846267
2CXO J190830.1+385544,287.1256396,38.92900778,69.98057,13.592643,17.13,16.209,19.97829766,19.99768228,19.65492083,-13.54913718,0.829268293,2.2849369063389506
2CXO J190834.0+343236,287.1421395,34.54335374,65.896383,11.759971,15.437,14.192,19.43315602,19.63854108,19.20222742,-13.36732348,0.951219512,1.2879593415539354
2CXO J190854.0+343505,287.2251471,34.58476699,65.964212,11.715505,14.824,13.791,19.34920754,19.36071366,18.93023648,-13.76677823,0.829268293,0.8527831822593269
2CXO J190938.5-373734,287.4107169,-37.62635645,359.831244,-19.530886,14.324,13.23,18.73120402,18.91734761,18.31330957,-14.16872961,0.609756098,1.4541731754602125
2CXO J190953.2+492701,287.4719181,49.45048126,80.144758,17.454575,16.068,14.553,19.53129692,19.58691125,19.25812494,-14.63041446,1.0,1.543246685430741
2CXO J191015.1+445732,287.5632563,44.95910686,75.831411,15.697332,14.561,13.53,18.60658236,18.57542621,18.31883631,-12.47747974,0.902439024,0.8502820245711411
2CXO J191018.5+445342,287.577209,44.89505734,75.774114,15.66332,15.559,14.177,18.98145513,19.19305987,18.61642112,-13.25232872,1.0,1.4959248025134602
2CXO J191019.9+444807,287.5832791,44.80206833,75.686909,15.62315,16.294,14.986,19.85430869,20.05389832,19.49583949,-9999.0,0.975609756,1.9516313317466683
2CXO J191027.5-374639,287.6147944,-37.77773911,359.7375,-19.733845,15.028,13.981,19.16003473,19.22797065,18.82542641,-13.35537641,0.707317073,1.2378016285619444
2CXO J191101.5+445644,287.7565341,44.94576332,75.874006,15.566166,15.56,14.251,19.58957449,19.87744906,19.24517062,-14.14493327,0.975609756,1.2690412588657345
2CXO J191129.8+445620,287.8743432,44.93900641,75.901422,15.486785,16.096,14.815,19.21081234,19.35260612,18.92609936,-13.58580672,0.975609756,1.7927249406134595
2CXO J191144.7+494938,287.936495,49.82722141,80.628072,17.314185,15.897,14.511,19.39522132,19.74706693,18.90601671,-13.83346987,1.0,1.7916249401191116
2CXO J191245.7+495314,288.1907885,49.88731582,80.750402,17.184419,15.689,15.547,19.76732342,20.03937078,19.38935451,-13.82511656,0.804878049,2.1455447497905413
2CXO J191255.5+495003,288.2313426,49.8342817,80.70916,17.140336,15.134,14.719,19.25859323,19.30315213,18.96535398,-13.05016251,0.926829268,1.458065521259577
2CXO J191543.8-240906,288.9327814,-24.15176337,13.498412,-15.812311,16.213,14.866,19.69600273,19.90417729,19.32577738,-13.63356903,0.829268293,1.603927260244397
2CXO J191611.1-333230,289.0462806,-33.54176788,4.384368,-19.383798,17.512,16.474,19.95914183,20.27288982,19.86357314,-13.7601675,0.926829268,2.5078738997629815
2CXO J191641.8-333802,289.1745244,-33.63404833,4.331746,-19.51596,16.293,15.03,20.30005226,20.24556396,20.08587245,-13.94761258,0.951219512,1.569002649584323
2CXO J191642.7-333110,289.1779624,-33.51962529,4.446702,-19.479108,14.663,13.691,19.19241094,18.99170663,18.34969358,-13.33144651,1.0,1.1665601346613916
2CXO J191649.2-334453,289.2050226,-33.74807097,4.227457,-19.579098,15.134,14.534,20.23405344,20.15856251,18.99001719,-13.33686952,0.902439024,1.381968656448577
2CXO J191701.6-161425,289.2569057,-16.24059474,21.085978,-12.869709,15.67,14.332,20.04722202,20.11593452,19.55416438,-13.91811472,0.87804878,1.0190199027079503
2CXO J191705.3-161115,289.2721472,-16.18773653,21.141481,-12.860749,15.555,14.187,19.21447484,19.32564464,18.83127052,-13.97174796,0.902439024,1.2716698701350007
2CXO J191724.4-333151,289.3517046,-33.53105802,4.488371,-19.61899,14.536,13.42,18.88399747,18.93913373,18.61551317,-13.34959445,0.975609756,1.2130331877200788
2CXO J191724.7-160241,289.3531025,-16.04498334,21.307886,-12.87122,14.923,13.887,20.01632023,20.33032544,19.36616692,-13.44655797,0.731707317,1.4990108473611459
2CXO J191731.2-333053,289.380047,-33.51488229,4.513134,-19.6356,16.631,15.536,20.33120433,20.82880744,19.58964037,-13.95232326,0.951219512,1.7470956157504813
2CXO J191734.5-333235,289.3941411,-33.54311188,4.489287,-19.65635,15.332,14.203,18.81715246,19.02937006,18.34493895,-13.56711198,0.975609756,1.4713382106070594
2CXO J191738.0-333800,289.4083517,-33.63339634,4.403572,-19.698509,15.564,14.501,20.34262462,20.39578515,19.8145198,-13.80909853,0.951219512,1.3976208207358831
2CXO J191755.5-333022,289.4815993,-33.50618593,4.552743,-19.712112,16.258,15.17,18.91456847,19.0704923,18.5359725,-12.78268153,0.926829268,1.4825746993867965
2CXO J191828.6+414522,289.6192251,41.75633885,73.433596,13.03356,15.114,13.92,18.03006706,18.25640816,17.60689197,-13.38730051,1.0,2.4134404678696875
2CXO J191844.8+414935,289.6869993,41.82654307,73.520792,13.017278,16.103,15.337,20.29298274,20.14101387,19.44970082,-13.03418462,0.975609756,0.8574155662419612
2CXO J191910.3+413224,289.7930201,41.54006086,73.288632,12.824565,16.054,14.924,19.21101535,19.42373634,18.82131434,-13.36691314,1.0,1.6844574314522014
2CXO J191911.0+414311,289.7961504,41.71981052,73.456731,12.898446,14.495,13.683,18.80922159,,,-13.18156816,0.926829268,1.2370731021612194
2CXO J191918.9+412737,289.8291364,41.46039398,73.226365,12.766328,14.372,13.265,18.69312167,18.71221821,18.54998265,-12.54761841,0.853658537,0.7398859880074693
2CXO J191928.3+492858,289.8679983,49.48294385,80.795552,16.02723,15.593,15.107,20.33520568,20.08768199,19.41923717,-13.61091455,0.87804878,1.3747526942531534
2CXO J192153.6+435149,290.4735956,43.86387232,75.667966,13.353068,16.956,16.514,20.62624121,21.13124278,20.21968228,-13.86224557,0.87804878,2.673352208990341
2CXO J192422.8+510512,291.0951601,51.08685865,82.650686,15.945386,15.573,14.221,18.62875688,18.81822064,18.28741127,-13.4901471,1.0,1.6089702895747653
2CXO J192517.0+413054,291.3208895,41.51512121,73.769319,11.781325,16.364,15.643,20.29764238,20.52059419,20.09202106,-12.94496184,0.853658537,1.3588314994218011
2CXO J192558.2+423849,291.4928003,42.64709753,74.867307,12.160724,15.851,15.007,20.09336192,20.00168103,19.70684924,-13.43064439,1.0,1.2749509213189711
2CXO J192558.8+505759,291.49515,50.96653912,82.641788,15.66665,14.733,14.353,18.98008858,19.05437744,18.48410423,-13.76501311,0.780487805,1.710989243292508
2CXO J192605.9+413359,291.5246133,41.56638014,73.884634,11.666738,14.902,13.898,19.09128245,19.03518021,18.30849845,-12.67410288,0.926829268,0.7684591229421908
2CXO J192626.1+504327,291.6089272,50.72436174,82.442523,15.502423,15.36,14.767,20.04349528,20.01114288,19.5326513,-12.92673889,0.926829268,0.7623081701750212
2CXO J192631.5+412949,291.6316559,41.49695222,73.856956,11.564238,16.605,15.591,20.39420367,20.48928864,20.42408574,-13.77481834,0.902439024,1.052251925034251
2CXO J192638.1+412846,291.6588457,41.47949153,73.850115,11.538261,15.594,15.119,20.48918742,20.4287097,19.8174197,-13.32187412,0.87804878,1.3634016829924573
2CXO J193121.6-031855,292.8401988,-3.315348018,34.529839,-10.390839,15.229,14.112,18.25674523,18.55688004,17.92500809,-12.61436584,0.829268293,1.380168808219612
2CXO J193128.2-033749,292.8677105,-3.630466297,34.256863,-10.558173,15.973,14.931,19.24958485,19.23779879,18.9673216,-14.12988945,0.658536585,1.5322216709276573
2CXO J193219.2+301514,293.080003,30.25392855,64.302183,5.35526,16.177,14.787,19.87065682,20.09305938,19.25613415,-13.65796801,0.536585366,1.5720106081156637
2CXO J193239.3+381927,293.1642062,38.32438083,71.519109,9.082929,14.577,13.415,18.34066017,18.50129941,18.02422205,-13.40030232,0.707317073,1.3520463729367167
2CXO J193459.6+302808,293.748567,30.46887796,64.768516,4.951189,13.568,12.288,17.41296615,17.40667961,17.09118063,-13.78152964,0.682926829,1.1172529277939134
2CXO J193523.1+573947,293.8463897,57.66319312,89.601533,17.130026,15.465,14.311,19.24182492,19.46829533,18.89582765,-9999.0,0.951219512,1.2824344512767578
2CXO J193810.8+540856,294.5447223,54.14888602,86.444747,15.308886,12.013,10.935,15.99345495,16.10373749,15.5418866,-12.33955474,0.902439024,0.5299121670451065
2CXO J193824.6+541146,294.6025248,54.19628221,86.504178,15.298632,15.541,14.43,18.56806126,18.75287862,18.15467008,-13.75921337,0.951219512,2.2013067124020127
2CXO J193855.0+540149,294.7290132,54.03041199,86.382005,15.160378,15.889,14.878,20.34067237,20.26333537,19.99004277,-13.42536316,0.951219512,0.7189058449952451
2CXO J193903.3+541631,294.7635986,54.27538995,86.620155,15.247612,16.951,15.85,20.33884787,20.23689974,19.80694376,-13.89266189,0.975609756,1.6769146410787021
2CXO J193931.5+604630,294.8813893,60.77514525,92.810457,17.904791,16.176,14.711,19.66999148,19.78288958,19.34153968,-13.86125363,1.0,1.9226352856959141
2CXO J194127.5+503558,295.3647545,50.59954988,83.38172,13.298984,16.574,15.628,19.6732719,19.9734379,19.38071807,-13.68472273,0.87804878,1.620798360776336
2CXO J194137.4+502408,295.406004,50.40244256,83.213144,13.186677,15.2,14.154,19.16412115,19.74604979,18.44715256,-14.3084164,0.731707317,1.8413477089977015
2CXO J194157.2+502826,295.4884546,50.47399853,83.303075,13.172163,15.469,14.236,19.14595018,19.20033089,19.03602916,-14.52771859,0.829268293,1.1895948364852302
2CXO J194202.8+502337,295.5118754,50.39380477,83.236566,13.122575,16.93,15.508,20.10474736,20.22158715,19.83255476,-13.90162321,0.780487805,1.4623157264186788
2CXO J194227.7+452243,295.6156706,45.3786508,78.719648,10.749735,14.623,13.793,17.78646756,18.04143978,17.32185363,-13.21629568,0.731707317,2.151607187154512
2CXO J194403.3+503738,296.0136977,50.62737782,83.599117,12.944702,17.37,16.644,20.41274334,20.32988414,19.83105328,-13.66512555,0.926829268,1.9191056228146899
2CXO J194423.6+503352,296.0983197,50.56453634,83.567048,12.868169,16.204,15.989,20.54221265,19.81392095,20.01427244,-14.00262989,0.731707317,1.6629391154405926
2CXO J194427.3+503740,296.114082,50.62800759,83.629614,12.888383,15.96,14.775,20.02811418,20.27480499,19.64416368,-13.61799744,0.902439024,1.0730414974642195
2CXO J194434.5+503626,296.1438361,50.60748488,83.619792,12.862193,17.402,16.549,20.20969564,20.12140555,20.0335011,-13.94768228,0.902439024,2.886719822694149
2CXO J194501.9+502709,296.2582236,50.45249491,83.512939,12.726357,16.287,15.192,20.28547495,20.61833987,19.81888708,-13.29984286,0.926829268,1.1634874824579011
2CXO J194556.0+503208,296.483645,50.53565728,83.656425,12.637561,15.745,15.381,19.79188803,19.98708866,19.5373617,-13.49634833,0.780487805,1.8502838027959612
2CXO J194639.8+444702,296.66613,44.78395499,78.545169,9.814679,14.733,13.904,18.84319966,18.69423169,18.54239765,-13.05330735,0.756097561,1.000295427601803
2CXO J195041.7+561401,297.6739963,56.23372254,89.197949,14.6305,16.343,15.023,19.93479019,20.05880382,19.83133849,-13.92377752,0.853658537,1.2364916592999964
2CXO J195113.2+112652,297.8050036,11.44787524,50.064005,-7.727399,15.352,14.605,20.01930951,20.03466984,19.34782895,-13.00595597,0.926829268,0.6953324154543005
2CXO J195113.3+112343,297.8057864,11.39537468,50.018412,-7.754155,15.419,14.372,19.62622548,19.50460868,19.28883034,-13.66290377,0.780487805,0.9537008615261037
2CXO J195114.3+112004,297.809636,11.33461951,49.96709,-7.787616,15.151,14.522,19.60461857,19.61592642,19.26648293,-13.45915035,0.853658537,0.9589453301251543
2CXO J195202.9-012549,298.0124459,-1.430318457,38.668813,-14.119762,13.752,12.955,18.37919798,18.29975497,17.70976501,-12.78984951,0.87804878,0.9281541593288679
2CXO J195203.6+560923,298.0152455,56.15649438,89.217239,14.426387,14.701,13.485,17.79566015,17.95959245,17.52082008,-13.25404051,0.829268293,1.2610931537317003
2CXO J195204.6+023433,298.019379,2.575960209,42.302921,-12.240475,14.934,13.602,18.95518481,19.3745096,18.43506962,-13.68507441,0.902439024,1.4771361084929342
2CXO J195305.2+441740,298.2718583,44.29455494,78.679297,8.57701,15.33,14.095,19.26431619,19.67007579,18.74981457,-13.50992335,0.780487805,1.5386634492792148
2CXO J195416.2+183904,298.5679035,18.65125457,56.69576,-4.730894,15.995,15.774,20.11755,20.19302763,19.69191212,-13.84147223,0.609756098,1.968088069918994
2CXO J195731.0+503442,299.3792863,50.57851867,84.594397,11.0429,15.452,15.376,20.27373214,20.2317889,19.73786778,-13.44487849,0.756097561,1.5468239782452022
2CXO J195919.7+403937,299.8325639,40.6605631,76.112762,5.740481,15.263,13.918,18.63567338,18.66221248,18.40022769,-13.44454017,0.609756098,1.2620885011269078
2CXO J195928.1+405356,299.8677889,40.89908527,76.331748,5.841167,16.027,15.107,19.33851819,19.6934062,18.98533417,-13.78901384,0.682926829,1.9848182002748143
2CXO J195932.5+404849,299.8859218,40.81375564,76.265518,5.785239,15.609,14.63,19.59586817,19.50971517,19.28543906,-14.11709375,0.634146341,1.189553756567457
2CXO J195936.0+405002,299.9003557,40.83394387,76.288562,5.786358,15.517,14.449,19.13808396,19.492736,18.76325015,-13.73779568,0.609756098,1.467290925914293
2CXO J195938.4+404917,299.9105076,40.82160419,76.281956,5.773393,16.115,14.958,19.42668696,19.731231,19.02530615,-13.64041314,0.756097561,1.9387187055586572
2CXO J200233.4+055317,300.6391671,5.888206255,46.569076,-12.917775,15.191,14.074,19.32065465,19.37953121,18.89958794,-13.31332765,0.975609756,1.529822883227817
2CXO J200829.5+002220,302.1229681,0.372429465,42.328371,-16.896778,17.12,16.024,20.47543464,20.37922316,19.93536428,-13.87023587,0.756097561,1.6429525348807579
2CXO J201649.0+055913,304.2045869,5.987074644,48.48949,-15.939013,15.753,14.796,19.95177785,20.19582063,19.6120197,-12.91200551,1.0,1.1167839446620271
2CXO J201731.4+060211,304.3809937,6.036474099,48.626346,-16.065155,16.722,15.634,19.86483434,19.98735136,19.5874972,-13.56413535,0.829268293,1.663564214792844
2CXO J201912.0+113751,304.7999733,11.63100232,53.797414,-13.519719,14.39,13.182,18.42989473,18.64772176,17.95639912,-13.89638896,0.707317073,1.131724938487464
2CXO J201959.5+113013,304.9978572,11.50369207,53.791655,-13.751581,15.463,14.49,19.67152943,19.85434729,19.22382023,-13.37863761,0.853658537,1.7007028706624643
2CXO J202226.7+074116,305.6114216,7.687847591,50.754723,-16.266321,17.545,16.322,20.02274265,20.13676018,19.75796041,-13.70168236,0.87804878,2.0328870152978102
2CXO J202308.1+203639,305.7840434,20.61094003,62.017688,-9.43695,15.68,14.831,19.60270338,19.56377132,19.4291221,-13.22773119,0.951219512,1.1138793877039612
2CXO J202841.7+214231,307.1740548,21.70869473,63.677721,-9.892287,16.685,15.627,19.85213029,20.0029348,19.48623629,-14.13970256,0.707317073,2.0464812763228326
2CXO J203011.3+090746,307.5473657,9.129575178,53.086295,-17.137559,17.337,16.22,20.38957915,20.71619785,19.97347927,-13.12713847,0.87804878,1.5650755229490303
2CXO J203106.6+091359,307.7776158,9.233282646,53.305082,-17.274458,15.271,14.314,19.64670614,19.53137966,19.2903842,-13.64764434,0.853658537,1.0644797884420676
2CXO J203336.7+095229,308.4032614,9.874725104,54.219174,-17.450353,15.779,14.651,19.15352743,19.44356363,18.65157026,-13.62856648,0.975609756,2.0101367849008387
2CXO J203400.3+595920,308.5011705,59.988878,95.517545,11.666634,16.054,14.822,19.68711929,19.90253462,19.36615729,-13.64931582,0.756097561,1.3056391142855512
2CXO J203406.3+064512,308.5263292,6.753540701,51.507146,-19.219582,16.096,15.069,19.9838744,19.91757402,19.70339336,-13.54486613,1.0,0.998239515974643
2CXO J203408.9+065044,308.5374436,6.845706017,51.596208,-19.180312,16.374,15.292,20.49933132,20.33811314,19.89960366,-13.69243177,0.951219512,1.4248025903793542
2CXO J203430.0+601531,308.6257649,60.25896228,95.779821,11.77078,14.867,13.458,18.13455343,18.49014888,17.64230285,-13.39411176,0.56097561,1.6732415539012666
2CXO J203440.7+065646,308.669931,6.9462954,51.76025,-19.238805,16.946,15.71,18.18724514,18.41254408,17.82048152,-13.62342249,0.756097561,1.638968255167957
2CXO J203521.3+601914,308.8393137,60.32075656,95.89364,11.719769,16.34,15.364,19.03403411,19.2863755,18.72341205,-13.56168222,0.634146341,2.1763502464244135
2CXO J203703.6+253559,309.2653934,25.59988999,68.019619,-9.202507,15.794,14.729,19.56840819,19.73161626,19.25311359,-13.75273689,0.829268293,1.101159796284735
2CXO J204033.4+153521,310.1395803,15.58935062,60.159336,-15.686297,15.364,14.981,20.43024085,20.05729718,18.92307561,-13.10599803,0.975609756,1.6192607753084396
2CXO J204125.6+750226,310.35691,75.04065676,108.870321,19.539651,15.702,14.417,18.7034689,18.82746024,18.35437081,-13.68019254,0.56097561,1.9438140527458199
2CXO J204247.0+750241,310.6959545,75.04483876,108.924941,19.46877,15.344,14.085,18.32840541,18.4718286,17.9005799,-13.48905021,0.585365854,1.9215500523369777
2CXO J204320.7+172011,310.836606,17.33652156,62.041176,-15.228411,16.699,16.157,20.34511881,20.345199,19.87609174,-13.6887354,0.926829268,1.9559395501094388
2CXO J204620.1+703621,311.5838683,70.6059136,105.228377,16.742909,14.098,12.939,17.84466708,17.92928127,17.60230979,-12.89909321,0.87804878,1.1373045403005262
2CXO J204703.0+105126,311.7625668,10.85742843,57.003928,-19.667764,17.166,16.236,20.65351333,20.97083937,19.98659359,-13.92212122,0.87804878,2.14164014964722
2CXO J204708.7+104851,311.7863753,10.81425765,56.979937,-19.711356,17.305,16.2,20.46921582,20.42831085,19.8099864,-14.19495485,0.926829268,1.7549516754396963
2CXO J204907.7+121939,312.2821883,12.32771824,58.594958,-19.254871,17.142,16.142,19.95104595,19.91508334,19.67351009,-14.16108905,0.756097561,2.622214015678239
2CXO J204931.6+293737,312.3819418,29.62696277,72.95808,-8.963376,16.221,15.171,19.95560324,20.03398926,19.62855164,-13.98814719,0.87804878,1.3042763506897053
2CXO J205328.2+320901,313.3676438,32.15039018,75.482257,-8.040906,14.568,13.618,18.38751017,18.34216811,18.05213759,-9999.0,0.731707317,0.8421012237091137
2CXO J205450.7+321408,313.7114708,32.23574513,75.73532,-8.211744,15.66,14.542,18.25385415,18.4066199,17.91131159,-13.5160538,0.658536585,2.093693958900263
2CXO J205452.6+321411,313.7194161,32.23663583,75.740331,-8.216366,14.984,14.19,19.72690612,19.5927901,19.24461275,-13.08542671,0.585365854,0.723554325601421
2CXO J205537.3+320843,313.905611,32.14541996,75.770574,-8.395959,15.305,14.543,19.46824213,19.16622687,18.47946503,-13.04006722,0.87804878,1.2714466153021668
2CXO J205545.5+301657,313.9396979,30.28258616,74.333502,-9.602789,16.059,15.096,20.34385107,20.32841406,20.08247457,-13.62752129,0.87804878,1.0289144115788609
2CXO J205607.7+302658,314.0324445,30.44958141,74.515874,-9.5586,15.923,14.571,19.45336345,19.49203291,19.14562659,-13.30836467,0.87804878,1.2726209986634114
2CXO J205609.5+254450,314.039738,25.74730601,70.802024,-12.529862,15.33,14.52,19.56423585,19.74508355,19.13501405,-12.82856341,0.87804878,0.7370264297970434
2CXO J205615.2+254201,314.0633518,25.70032826,70.778125,-12.575854,15.267,14.227,17.92770065,18.09057599,17.5697722,-12.98566112,0.707317073,1.6071139405917703
2CXO J205623.1+315133,314.0965902,31.85920698,75.652066,-8.703228,15.925,15.059,18.95931947,19.14217969,18.60090623,-14.38586784,0.707317073,2.2059179519651626
2CXO J205642.0+300940,314.1752321,30.16120617,74.369541,-9.83708,15.975,14.962,19.63089088,19.51563686,18.6124964,-13.58992668,0.87804878,1.6013481890664607
2CXO J205709.2+300855,314.2886358,30.14879078,74.423169,-9.920614,14.962,14.198,19.76351919,20.20460171,19.00825457,-13.48962421,0.87804878,1.2892356981819932
2CXO J205718.4+305928,314.3268511,30.99115917,75.102588,-9.408685,16.364,15.324,20.23769358,20.83449405,19.92673478,-13.1645385,0.975609756,1.3321383198969179
2CXO J205718.5+170641,314.3272966,17.11161466,63.908807,-18.050752,17.086,16.605,20.48660866,20.18327166,19.76945374,-14.09150224,0.829268293,2.831952025059242
2CXO J205722.4+170937,314.3434443,17.16045844,63.959589,-18.033653,16.478,15.231,19.34476235,19.65682195,18.83881889,-14.55058553,0.829268293,1.7180908772253296
2CXO J205735.8+310531,314.3991528,31.09212398,75.221429,-9.391807,15.659,14.664,19.84351557,19.89623132,19.54642896,-13.94696599,0.756097561,1.1295904447871374
2CXO J210046.1+544313,315.1920767,54.72038157,93.568492,5.584867,15.596,14.787,18.65172667,18.40662373,18.68092788,-12.54148503,0.536585366,1.6283955109963681
2CXO J210143.4+762326,315.4309004,76.39073153,110.804085,19.295678,15.108,14.103,18.91718769,18.92568459,18.60268503,-13.95266936,0.634146341,1.3441298944018312
2CXO J210151.4+363850,315.4645321,36.64741454,80.072099,-6.464941,16.328,15.573,19.5673088,19.75679289,19.24617725,-13.07430301,0.829268293,1.8174876729355989
2CXO J210442.4+295002,316.1767826,29.83414723,75.250326,-11.37403,14.612,13.809,18.57424099,18.67023116,18.1822404,-12.68460418,0.902439024,0.8788158009259793
2CXO J210605.2+242631,316.5217015,24.4419581,71.228777,-15.095758,16.19,14.926,19.99633021,19.94776131,19.63209561,-13.10743209,0.585365854,0.9690042078746512
2CXO J210644.4+233859,316.6852199,23.64995728,70.697408,-15.717966,15.386,14.407,18.4949139,18.83440266,17.93662943,-13.41930673,0.829268293,1.7683864125137818
2CXO J210649.1+233336,316.7048472,23.55997545,70.63756,-15.789398,16.554,15.825,19.57989029,19.63389943,19.23665129,-13.39606814,0.707317073,2.0710473432681935
2CXO J210651.7+234321,316.7155132,23.72248895,70.773724,-15.692805,13.607,12.38,18.11340081,18.12757394,17.67103893,-13.40167808,0.804878049,1.219501524900781
2CXO J210658.0+233110,316.7421249,23.51956816,70.628048,-15.841522,17.336,16.581,20.08380162,20.32568507,19.71170999,-14.32865093,0.731707317,2.39746086137436
2CXO J210703.1+233022,316.7631114,23.50613895,70.63014,-15.864902,16.018,14.64,19.65645901,19.76270799,19.2092034,-13.26597672,0.902439024,1.6850196096401526
2CXO J210802.0+233513,317.0086199,23.58710899,70.844891,-15.985588,15.24,14.347,18.73329938,19.1170071,18.07465709,-13.27998762,0.902439024,2.0705498400651328
2CXO J211034.2+213313,317.6426414,21.55383481,69.60847,-17.739713,17.54,16.352,20.35722492,20.50697668,19.88667917,-13.73557102,0.682926829,2.1224780930947422
2CXO J211802.9+263600,319.5123818,26.60056305,74.754984,-15.716651,16.925,15.914,20.51103956,20.68509452,20.12616009,-12.95616188,0.87804878,1.3171643921438507
2CXO J211926.1+334015,319.8588553,33.67096715,80.292252,-11.124275,16.817,14.857,19.64138239,19.8309438,19.3454726,-13.95597396,0.829268293,1.9320405866415464
2CXO J211934.2+333931,319.8927954,33.65877214,80.303101,-11.153143,16.95,17.102,20.4011714,20.82225352,19.45106925,-13.96446056,0.56097561,3.0237564573391813
2CXO J212207.7+231826,320.532295,23.30730274,72.844314,-18.609473,16.98,15.67,19.64531432,19.67789237,19.39875179,-14.03480955,0.756097561,2.0299759857403985
2CXO J212248.7+231313,320.7031786,23.22046947,72.887176,-18.784223,17.151,15.83,20.17218661,20.37303368,19.87261199,-13.6529266,0.756097561,2.243760299220134
2CXO J212923.8+271956,322.3495388,27.33220819,77.112517,-17.063514,16.7,15.704,20.4485082,20.42334414,19.97594599,-13.76861455,0.926829268,1.3498925386641605
2CXO J212932.2+272500,322.3844792,27.4168641,77.198693,-17.026892,15.809,15.284,20.17531984,,,-13.63653853,0.56097561,1.8564600647202454
2CXO J213055.1+470949,322.7299128,47.1636821,91.426798,-3.068768,14.87,14.092,18.91495924,18.93863279,18.65394463,-13.37886391,0.512195122,1.0633524191892416
2CXO J213510.6+271634,323.7942761,27.27624906,78.015024,-18.017801,16.412,15.439,19.24204675,19.44308069,18.85732404,-13.32288218,0.756097561,1.8986528394920532
2CXO J213521.1+272011,323.8381979,27.33654636,78.088868,-18.002726,15.582,14.767,18.67047384,18.91787519,18.20871479,-12.81964138,0.926829268,1.6589879189221965
2CXO J214400.7+280610,326.0031686,28.10295614,80.100842,-18.787176,16.865,15.846,20.54972682,20.64420819,20.11848763,-13.59161104,0.87804878,1.4958964214059685
2CXO J214400.7+281127,326.0033337,28.19088366,80.164635,-18.723282,15.317,13.986,18.53140459,18.77846748,18.20485659,-13.35284066,0.975609756,1.3976574480331074
2CXO J214401.3+381723,326.0056269,38.28990467,87.20739,-11.253938,14.355,13.33,17.35130925,17.46060476,16.98023437,-13.55508121,0.682926829,2.3006517587628097
2CXO J214421.1+280830,326.0882537,28.14185419,80.186723,-18.810294,15.014,14.078,19.92776975,19.95466428,19.32322015,-13.23575592,0.951219512,0.9322202795363357
2CXO J215147.6+285226,327.9485383,28.87416665,81.985598,-19.374932,15.826,14.908,20.02188818,20.16564465,19.65966127,-9999.0,0.926829268,0.8467465519897053
2CXO J215504.3+380808,328.7679929,38.13568833,88.793968,-12.779157,14.263,13.09,19.23629707,19.15226515,18.53271888,-13.06003147,0.804878049,1.2551731855101742
2CXO J215528.4+374925,328.8686638,37.82364905,88.653651,-13.070639,14.648,14.06,18.1599425,18.39995937,17.5633733,-13.20599217,0.585365854,1.6235348579988218
2CXO J215528.5+380315,328.8688358,38.05419965,88.803844,-12.892498,14.368,13.526,18.77870942,18.80660078,18.03189094,-12.92783423,0.756097561,0.6488430388770512
2CXO J215540.6+374928,328.9194344,37.82460176,88.686101,-13.09534,15.318,14.658,20.1792901,19.86611678,18.94883307,-13.54948948,0.853658537,1.4078741749446702
2CXO J215541.2+380503,328.9218768,38.08419059,88.856478,-12.895767,16.09,15.366,19.31066019,19.24008638,19.01187573,-13.92479883,0.609756098,1.7633799277136526
2CXO J215552.4+375707,328.9685931,37.95205627,88.79982,-13.021327,15.726,14.688,19.69669022,19.98926066,19.20887776,-13.73328946,0.731707317,1.35149254864942
2CXO J220804.9+454140,332.020465,45.6944985,95.443211,-8.278787,15.481,14.752,19.28538859,19.35856363,18.88507862,-9999.0,0.756097561,1.3387268322440478
